0x00200008, _start - Clears the uninitialized data region, initializes EE runtime services, runs main, and passes its result to Exit
0x002000B8, _exit - Loops indefinitely as the terminal fallback reached after program shutdown
0x0027CA10, endPrintDirectRibbon - Writes print direct ribbon command data to the active output, invoking xglPacketGetCurrent and sceVif1PkCnt to obtain or submit dependent data
0x0027CBB8, subPrintRibbon - Writes helper ribbon command data to the active output, invoking sceVif1PkAddDirectDataN to obtain or submit dependent data
0x0027CCB8, PrintRibbon - Writes ribbon command data to the active output, invoking endPrintInfoSet and subPrintRibbon to obtain or submit dependent data
0x0027CCF8, PrintTagFont - Writes tag font command data to the active output, invoking endPrintInfoSet and endSpriteSet to obtain or submit dependent data
0x0027D078, ScissorSet - Tests `(long)uVar10 < 0` and `iVar7 < 1` and `0x1ff < iVar5`; stores `*(undefined8 *)(param_1 + 0xc) = 0x1000000000008001` and `*(undefined8 *)(param_1 + 0xe) = 0xe` and `*(ulong *)(param_1 + 0x10) = uVar10 | (long)(iVar8 + -1) << 0x30 | lVar6 << 0x20 | (long)((int)uVar10 + iVar7 + -1) << 0x10`; invokes `sceVif1PkAddDirectDataN(*param_1,param_1 + 0xc,2)`
0x0027D188, ScissorReset - Appends the predefined full-screen GS scissor register packet to the active VIF packet
0x0027D1F8, PrintNumber - Writes number command data to the active output, invoking endPrintInfoSet and endSpriteSet to obtain or submit dependent data
0x0027D450, PrintWindow - Writes window command data to the active output, invoking endPrintInfoSet and xglPrimAddGifTagDirect to obtain or submit dependent data
0x0027D880, PrintFrame - Writes frame command data to the active output, invoking endPrintInfoSet and xglPrimAddGifTagDirect to obtain or submit dependent data
0x0027DB30, PrintThumbnail - Writes thumbnail command data to the active output, invoking sceVif1PkCloseDirectHLCode and sceVif1PkRef to obtain or submit dependent data
0x0027DC10, PrintCircleCore - Writes circle core command data to the active output, invoking sceVif1PkAddDirectDataN and xglSin to obtain or submit dependent data
0x0027DED8, endPrintDirectCircle - Writes print direct circle command data to the active output, invoking xglPacketGetCurrent and sceVif1PkCnt to obtain or submit dependent data
0x0027DF38, PrintCircle - Draws a circle using PrintCircleCore with the caller's center, radius, color, and segment parameters
0x0027DF60, FontTexReload - Closes pending direct packets, reloads the font texture, and appends its transfer packet when available
0x0027DFC0, FontTexChange - Tests `0 < *(int *)(iVar1 + 8)`; stores `*(undefined8 *)(param_1 + 0xc) = 0x1000000000008000` and `*(undefined8 *)(param_1 + 0xe) = 0xe` and `*(undefined8 *)(param_1 + 0x12) = 0x3f`; invokes `sceVif1PkAddDirectDataN(*param_1,param_1 + 0xc,1)` and `sceVif1PkCloseDirectHLCode(*param_1)`
0x0027E108, DrawBackSet - Appends the fixed GS state packet that enables menu background drawing
0x0027E180, DrawBackReset - Appends the fixed GS state packet that restores rendering after menu background drawing
0x0027E1F8, ScreenClear - Appends a fixed fullscreen primitive packet that clears the current screen target
0x0027E288, ZScissor - Builds and appends a GS depth/scissor packet from the supplied near and far clipping bounds
0x0027E350, PrintBackSprite - Writes back sprite command data to the active output, invoking sceVif1PkAddDirectDataN to obtain or submit dependent data
0x0027E520, PrintBackSprite2 - Writes back sprite 2 command data to the active output, invoking sceVif1PkAddDirectDataN to obtain or submit dependent data
0x0027E6F8, PrintEtherLine - Writes ether line command data to the active output, invoking sceVif1PkAddDirectDataN and subPrintLine to obtain or submit dependent data
0x0027EC28, endPrintExtFunc - Writes print ext func command data to the active output, invoking endPrintExtFuncPack and xglFontPrintExtFunc to obtain or submit dependent data
0x0027EC98, endPrintDirectFrameCopy - References the fixed frame-copy VIF program from the current packet and returns the updated packet cursor
0x0027ED08, endPrintDirectLine - Writes print direct line command data to the active output, invoking xglPacketGetCurrent and sceVif1PkCnt to obtain or submit dependent data
0x0027EE90, endDecodeJpeg - Decodes the supplied JPEG buffer into the destination using the requested dimensions and pixel format
0x0027EEE0, endPrintJpeg - Writes print jpeg command data to the active output, invoking xglPacketGetCurrent and sceVif1PkRef to obtain or submit dependent data
0x0027F108, MenuModelMemorySet - Tests `-1 < iVar2); memset(DAT_0036d334,0,(long)DAT_0036d338); puVar4 = &DAT_0036d33c; pvVar3 = DAT_0036d334; switch(param_1`; stores `*(undefined1 *)(puVar1 + 3) = 0` and `*(undefined1 *)((int)puVar1 + 0xd) = 0` and `*(undefined2 *)((int)puVar1 + 0xe) = 0`; invokes `memset(DAT_0036d334,0,(long)DAT_0036d338)`
0x0027F428, MenuModelMemoryGet - Returns `(undefined1 *)0x0` and `&DAT_0036d33c + iVar1`; after testing `((&DAT_0036d33c)[iVar1] != '\0' || ((byte)(&DAT_0036d33d)[iVar1] != param_2))` and `0xf < iVar2`
0x0027F478, MenuModelMemoryInit - Clears 0x1CC bytes of model-memory metadata, saves arena base and size, and sets state to -1
0x0027F4D8, MenuModelResourceInit - Clears sixteen 12-byte resource slots plus the manager state, flags, and cached motion handle
0x0027F528, MenuModelMenuMotionCheck - Returns true for memory states 10-12 or 20, the states supporting menu motion
0x0027F560, MenuModelMenuMotionGet - Returns the cached motion handle only when menu motion is supported and model flag 2 is set
0x0027F5A0, MenuModelResourceCancel - Invokes MenuLoadSync and MenuLoadCancel to cancel menu model resource work and clears its pending request state
0x0027F600, MenuModelResourceCancel3 - Cancels menu model resource 3 by clearing its active request and completion fields
0x0027F740, MenuModelResourceCancel2 - Invokes MenuModelResourceCancel and MenuModelResourceCancel3 to cancel menu model resource 2 work and clears its pending request state
0x0027F768, MenuModelResourceLoad - Fills menu model resource buffers using MenuFileNameGet and MenuLoadFile and records the resulting transfer metadata and status
0x0027F990, MenuModelResourceMain - Advances queued model loads after MenuLoadSync, assigns aligned model memory, installs completed resources on waiting tasks, and cancels entries marked for disposal
0x0027FBA0, MenuModelResourceRequest - Finds or allocates a model resource slot, records its ID and type, and starts loading when absent
0x0027FBF0, MenuModelMenuMotionLoad - Fills menu model menu motion buffers using MenuModelResourceRequest and records the resulting transfer metadata and status
0x0027FC88, MenuModelSubWindowMainSub - Applies the requested camera viewport and model subwindow, writes the active subwindow ID to model offset 0x676, or disables and frees the request when byte 1 is -1
0x0027FD40, MenuModelSubWindowMain - Applies the task's subwindow descriptor through MenuModelSubWindowMainSub when offset 0x4C is nonnull
0x0027FD68, MenuModelSubWindowBreak - Marks the task's subwindow descriptor byte 1 as 0xFF and immediately processes it to disable the model subwindow
0x0027FD98, MenuModelSubWindowSet - Tests `(param_2 != 0) && (*(int *)(param_1 + 0x20) != 0)` and `param_3 == 1`; stores `*(int *)(param_1 + 0x4c) = iVar2 + 0x36d5c0` and `(&DAT_0036d5c1)[iVar2] = 0` and `(&DAT_0036d5c2)[iVar2] = (char)param_2`; invokes `xglStudioChange(param_2)` and `uVar1 = xglStudioGetCamera2(0)`
0x0027FE98, MenuModelSubWindowinit - Invokes `pvVar1 = memset(MenuModelSubWindow,0,0x30)`; returns `pvVar1`
0x0027FEC0, ActorAndResourceDispose - Invokes ACT_dispose to tear down actor and resource dispose resources and clears their dependent handles and state fields
0x0027FF50, MenuModelWeaponDispose - Invokes ActorAndResourceDispose to tear down menu model weapon dispose resources and clears their dependent handles and state fields
0x0027FF88, MenuModelUnitDispose - Invokes MenuModelWeaponDispose and ActorAndResourceDispose to tear down menu model unit dispose resources and clears their dependent handles and state fields
0x00280018, MenuModelAlphaDraw - Writes menu model alpha command data to the active output, invoking nmlModelSetTransparency and nmlModelSetToumei to obtain or submit dependent data
0x00280070, MenuModelUnitActorSet - Tests `lVar9 == 0` and `uVar2 == 2` and `*(ushort *)((int)puVar18 + 0x86) == 0x2201`; stores `*(uint **)(iVar19 + 0x20) = puVar18` and `puVar18[0x268] = 0` and `puVar18[0x234] = *(uint *)(pbVar3 + 4)`; invokes `lVar9 = ACT_create(0xffffffffffffffff,*(undefined2 *)(iVar19 + 0x1a))` and `memset(puVar18 + 0x30,0,0x70)`
0x00280508, MenuModelWeaponActorSet - Tests `param_1 == 0` and `iVar3 == 0` and `sVar7 == 7`; stores `*(uint **)(param_2 + 0x20) = puVar9` and `puVar9[0x268] = 0` and `puVar9[0x234] = *(uint *)(pbVar8 + 4)`; invokes `uVar5 = ACT_create(0xffffffffffffffff,*(undefined2 *)(param_2 + 0x1a))` and `memset(puVar9 + 0x30,0,0x70)`
0x002807B8, MenuModelControl - Reads menu model control fields, branches on their values, and writes the selected state updates
0x002808C0, MenuModelControl2 - Reads menu model control fields, branches on their values, and writes the selected state updates
0x00280B88, MenuModelNavelMove - Stores `*(undefined8 *)(iVar1 + 0x50) = *(undefined8 *)(iVar1 + 0xd0)` and `*(undefined8 *)(iVar1 + 0x58) = *(undefined8 *)(iVar1 + 0xd8)` and `*(undefined8 *)(iVar1 + 0x60) = *(undefined8 *)(iVar1 + 0xe0)`; invokes `xglMatrixStackUnit()` and `xglMatrixStackRotX(*(undefined4 *)(iVar1 + 0x50))`
0x00280CF0, MenuModelMotionSet - Starts the requested motion on a menu model actor through ACT_setMotion
0x00280D28, ModelDrawTypeOpen01 - Increases model alpha toward 1.0, clamps it, then clears transition state at completion
0x00280D60, ModelDrawTypeClose01 - Clears model draw type ownership, activity, and dependent runtime fields
0x00280D98, ModelDrawTypeClose02 - Clears model draw type ownership, activity, and dependent runtime fields
0x00280DD0, MenuModelDrawTypeSet - Builds menu model type set drawing commands from current geometry, color, and texture state
0x00280E48, MenuModelWeaponOpen - Locates one of three attached weapon tasks and applies MenuModelDrawTypeSet to its loaded actor when the task and actor pointers are valid
0x00280E90, MenuModelUnitOpen - Applies the requested draw type to the main actor and each of its three attached weapon actors
0x00280EF8, MenuModelDrawTypeMain - Reads menu model draw type control fields, branches on their values, and writes the selected state updates
0x00280F30, tskMenuModelWeaponTaskMain - Advances weapon task phases 0, 1, 2, 10, and 0xFF, waits for model readiness, attaches and opens the weapon actor, runs its callback and motion, or cancels and disposes it
0x00281108, tskMenuModelTaskMain - Installs a loaded actor, initializes its matrices, applies subwindow and navel controls, draws and animates it, and on phase 0xFF tears down its subwindow, resources, unit, and three weapon tasks
0x00281390, MenuModelUnitBreak - For a nonnull unit task, cancels its pending model resource request and sets task phase byte 0x10 to 0xFF
0x002813C8, CreateInit - Clears creation state bytes, actor pointers, task links, callbacks, and three weapon slots
0x00281430, MenuModelWeaponCreate - Reuses matching weapon attachments or disposes stale ones, resolves weapon resource IDs, creates a weapon task, links it to the unit, and queues its model resource
